id,brand,name,type_size,product_url,image_url,scraped_date,net_weight,categorie,url_origine,volume,materiaux,nom_d_origine,dimensions,status
2621,Cacharel,Amor Amor,,,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=828x828 at 0x22470EE5810>,2025-03-26 19:12:00,,Eau de Toilette,https://www.extime.com/fr/paris/product/amor-amor-100845355,50 ml,,,,0
2606,Guerlain,Forte Flora Bloom,,,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=828x828 at 0x22470EE5950>,2025-03-26 19:12:00,,Eau de Parfum,https://www.extime.com/fr/paris/product/forte-flora-bloom-92485854,75 ml,,,,0
2634,Calvin Klein,One,,,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=828x828 at 0x22470EE5A90>,2025-03-26 19:12:01,,Eau de Toilette,https://www.extime.com/fr/paris/product/one-83941828,100 ml,,,,0
2633,Hugo Boss,Femme,,,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=828x828 at 0x22470EE5BD0>,2025-03-26 19:12:01,,Eau de Parfum,https://www.extime.com/fr/paris/product/femme-100861869,50 ml,,,,0
2613,Calvin Klein,Calvin Klein Ckin2u Pour Lui,,,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=828x828 at 0x22470EE5D10>,2025-03-26 19:12:02,,Eau de Toilette,https://www.extime.com/fr/paris/product/calvin-klein-ckin2u-pour-lui-102478036,50 ml,,,,0
2612,HERMÈS,Terre d'Hermès,,,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=828x828 at 0x22470EE5E50>,2025-03-26 19:12:02,,Eau de Parfum,https://www.extime.com/fr/paris/product/terre-dhermes-100845650,75 ml,,,,0
2628,DIOR,J'adore,,,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=828x828 at 0x22470EE5F90>,2025-03-26 19:12:03,,Eau de Parfum,https://www.extime.com/fr/paris/product/jadore-83941902,20 ml,,,,0
2626,Calvin Klein,In2u Pour Femme,,,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=828x828 at 0x22470EE60D0>,2025-03-26 19:12:03,,Eau de Toilette,https://www.extime.com/fr/paris/product/in2u-pour-femme-100861697,50 ml,,,,0
2636,DIOR,Sauvage - Notes hespéridées et boisées - Flacon rechargeable,,,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=828x828 at 0x22470EE6210>,2025-03-26 19:12:03,,Eau de Parfum,https://www.extime.com/fr/paris/product/sauvage-notes-hesperidees-et-boisees-flacon-rechargeable-100845591,60 ml,,,,0
2622,Azzaro,Azzaro Pour Homme,,,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=828x828 at 0x22470EE6350>,2025-03-26 19:12:04,,Eau de Toilette,https://www.extime.com/fr/paris/product/azzaro-pour-homme-100907132,100 ml,,,,0
2609,DIOR,Miss Dior,,,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=828x828 at 0x22470EE6490>,2025-03-26 19:12:04,,Eau de Parfum,https://www.extime.com/fr/paris/product/miss-dior-100907157,20 ml,,,,0
2614,Maison Francis Kurkdjian,Baccarat Rouge,,,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=828x828 at 0x22470EE65D0>,2025-03-26 19:12:05,,Extrait,https://www.extime.com/fr/paris/product/baccarat-rouge-101421343,70 ml,,,,0
2616,Dolce & Gabbana,L'Imperatrice,,,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=828x828 at 0x22470EE6710>,2025-03-26 19:12:05,,Eau de Toilette,https://www.extime.com/fr/paris/product/limperatrice-100878227,100 ml,,,,0
